5	3200
n009114	45	n002166	16
n009114	31	n007089	22
n009114	71	n001435	48
n009114	52	n002775	62
n009114	5	n006159	5
n009114	38	n008155	99
n009114	24	n001503	81
n009114	89	n001304	54
n009114	65	n007654	16
n009114	17	n002309	25
n008831	1	n005974	14
n008831	10	n005772	56
n008831	13	n007190	66
n008831	29	n006717	53
n008831	10	n001782	3
n008831	77	n005450	11
n008831	48	n005513	93
n008831	61	n003607	41
n008831	11	n002296	17
n008831	98	n009072	89
n005978	35	n008575	19
n005978	82	n005105	40
n005978	48	n008541	16
n005978	3	n007686	2
n005978	75	n001183	100
n005978	7	n004245	8
n005978	33	n005974	91
n005978	12	n006159	88
n005978	80	n006487	1
n005978	70	n002604	79
n000436	20	n005974	31
n000436	69	n002059	53
n000436	39	n007055	12
n000436	88	n003155	96
n000436	90	n006435	57
n000436	64	n002688	88
n000436	14	n007406	70
n000436	39	n002846	90
n000436	82	n002757	12
n000436	82	n001167	53
n007089	4	n004486	68
n007089	40	n007570	6
n007089	44	n000189	12
n007089	23	n008110	92
n007089	66	n007852	62
n007089	84	n008805	76
n007089	71	n009142	47
n007089	88	n006425	38
n007089	24	n005434	88
n007089	78	n001366	39
n002961	24	n001366	94
n002961	77	n005472	45
n002961	48	n004068	85
n002961	73	n000091	16
n002961	31	n006633	99
n002961	21	n009285	5
n002961	2	n007802	5
n002961	62	n007495	73
n002961	99	n007782	56
n002961	77	n002912	57
n006199	79	n004638	14
n006199	27	n003436	35
n006199	70	n008454	85
n006199	7	n004768	22
n006199	90	n005559	86
n006199	18	n004556	12
n006199	77	n008709	43
n006199	51	n000107	80
n006199	65	n002434	92
n006199	37	n004474	97
n000635	3	n005756	83
n000635	69	n001456	55
n000635	4	n007686	30
n000635	29	n009015	79
n000635	53	n006887	62
n000635	28	n005326	15
n000635	96	n005108	51
n000635	84	n003902	1
n000635	91	n008273	23
n000635	37	n002059	96
n007884	35	n003666	30
n007884	6	n001362	83
n007884	8	n000328	87
n007884	77	n006750	49
n007884	87	n005064	99
n007884	50	n008110	40
n007884	52	n004323	46
n007884	55	n009114	45
n007884	53	n003830	42
n007884	65	n003354	8
n006358	43	n000107	42
n006358	65	n000838	39
n006358	55	n008685	54
n006358	79	n002433	43
n006358	15	n003607	42
n006358	22	n006430	100
n006358	74	n000609	96
n006358	17	n003607	55
n006358	97	n003902	16
n006358	49	n009114	85
n001526	28	n006435	81
n001526	1	n004068	29
n001526	71	n001526	32
n001526	93	n001526	72
n001526	34	n008375	68
n001526	96	n002757	81
n001526	81	n001782	8
n001526	75	n001366	99
n001526	80	n000436	64
n001526	22	n001482	17
n006703	70	n000687	81
n006703	37	n007096	3
n006703	3	n008452	98
n006703	94	n009285	59
n006703	56	n005974	44
n006703	23	n003664	65
n006703	29	n008686	89
n006703	82	n007089	41
n006703	7	n000189	19
n006703	82	n007664	95
n002101	79	n004068	22
n002101	3	n001862	56
n002101	50	n007113	72
n002101	65	n002616	24
n002101	40	n006075	28
n002101	24	n000189	39
n002101	3	n007852	34
n002101	21	n005377	4
n002101	60	n001565	68
n002101	61	n005377	66
n004692	86	n008660	79
n004692	40	n007381	11
n004692	77	n008779	26
n004692	3	n006584	18
n004692	100	n002616	93
n004692	28	n007580	41
n004692	62	n005404	53
n004692	59	n009085	41
n004692	7	n000838	61
n004692	61	n002124	84
n002757	86	n002059	12
n002757	80	n008985	100
n002757	6	n006215	19
n002757	26	n003996	19
n002757	65	n007570	5
n002757	65	n000635	13
n002757	87	n000688	10
n002757	74	n002434	11
n002757	92	n003354	89
n002757	78	n003573	30
n003215	70	n000128	17
n003215	95	n003752	63
n003215	52	n007406	79
n003215	96	n008685	40
n003215	32	n001081	42
n003215	40	n007381	54
n003215	34	n000730	11
n003215	82	n004768	18
n003215	82	n000840	9
n003215	10	n004631	54
n001110	49	n005756	63
n001110	34	n002433	78
n001110	16	n008805	51
n001110	66	n003666	58
n001110	21	n006309	16
n001110	100	n008985	12
n001110	82	n003215	29
n001110	96	n001596	51
n001110	67	n002470	31
n001110	26	n007190	25
n005749	82	n009285	26
n005749	32	n001362	44
n005749	96	n009023	34
n005749	90	n006627	88
n005749	3	n006425	55
n005749	30	n003166	29
n005749	78	n004946	12
n005749	43	n003725	38
n005749	75	n006750	56
n005749	20	n008805	40
n000091	67	n008375	49
n000091	9	n004436	47
n000091	36	n005157	68
n000091	5	n006887	45
n000091	45	n008805	58
n000091	11	n008816	90
n000091	18	n003752	93
n000091	35	n007652	90
n000091	72	n006128	76
n000091	15	n008375	95
n002164	67	n003635	1
n002164	47	n008730	39
n002164	57	n003752	81
n002164	88	n007782	45
n002164	5	n001482	38
n002164	45	n009072	84
n002164	89	n004663	80
n002164	77	n009023	20
n002164	87	n000028	77
n002164	13	n008143	59
n000439	56	n007497	66
n000439	71	n003655	18
n000439	51	n002859	70
n000439	83	n008273	50
n000439	66	n002470	1
n000439	50	n006742	41
n000439	27	n005404	78
n000439	67	n002223	62
n000439	24	n004581	91
n000439	80	n008452	55
n005379	90	n000821	60
n005379	15	n002101	20
n005379	44	n007852	32
n005379	28	n006581	98
n005379	26	n001250	42
n005379	95	n000838	3
n005379	21	n004817	23
n005379	34	n005429	59
n005379	76	n008575	46
n005379	93	n003473	75
n004436	12	n004958	98
n004436	27	n005844	39
n004436	13	n009019	67
n004436	83	n008155	4
n004436	3	n007190	76
n004436	15	n009085	48
n004436	92	n005749	93
n004436	78	n006584	26
n004436	7	n000136	95
n004436	4	n001362	31
n008034	63	n001577	39
n008034	37	n001110	47
n008034	81	n008712	56
n008034	77	n004573	38
n008034	18	n008737	23
n008034	94	n003635	62
n008034	77	n002846	82
n008034	24	n008816	29
n008034	39	n004186	43
n008034	3	n006064	57
n000868	26	n001710	9
n000868	67	n001577	59
n000868	49	n001456	53
n000868	5	n009040	14
n000868	63	n002164	66
n000868	89	n006215	27
n000868	49	n008454	31
n000868	8	n009058	95
n000868	57	n003697	93
n000868	25	n007478	55
n005979	80	n007320	68
n005979	42	n003337	85
n005979	27	n008375	8
n005979	93	n009023	89
n005979	25	n005326	59
n005979	76	n004772	88
n005979	11	n003573	94
n005979	41	n007937	63
n005979	30	n000739	41
n005979	76	n008711	53
n000437	11	n008452	52
n000437	3	n002273	32
n000437	13	n000328	29
n000437	22	n008737	89
n000437	99	n006581	24
n000437	35	n006255	28
n000437	55	n003155	15
n000437	71	n002433	24
n000437	61	n008686	63
n000437	89	n004323	27
n005377	38	n001183	8
n005377	14	n008737	25
n005377	90	n007347	50
n005377	15	n007320	44
n005377	74	n003902	86
n005377	88	n000739	45
n005377	6	n008155	12
n005377	39	n006224	22
n005377	17	n004638	39
n005377	76	n006309	63
n001362	21	n004573	40
n001362	50	n006237	51
n001362	99	n004514	31
n001362	67	n007810	45
n001362	74	n004958	65
n001362	78	n006358	53
n001362	87	n009116	62
n001362	70	n001596	24
n001362	30	n002166	14
n001362	28	n006215	83
n003607	88	n005896	51
n003607	82	n002059	47
n003607	74	n000128	4
n003607	11	n001576	5
n003607	66	n006309	62
n003607	78	n001782	19
n003607	3	n008346	67
n003607	97	n000802	79
n003607	42	n001366	72
n003607	13	n008322	74
n004245	20	n001526	17
n004245	9	n002676	92
n004245	39	n000010	72
n004245	9	n008618	52
n004245	28	n002961	28
n004245	32	n008394	57
n004245	77	n003607	17
n004245	93	n000970	91
n004245	13	n004946	32
n004245	57	n004186	6
n006344	45	n003573	92
n006344	23	n008541	31
n006344	66	n002470	71
n006344	2	n009085	82
n006344	70	n004486	68
n006344	98	n009065	16
n006344	14	n007664	59
n006344	58	n000802	22
n006344	46	n009080	80
n006344	35	n006128	47
n008685	97	n004692	39
n008685	23	n002859	98
n008685	59	n000878	73
n008685	52	n000740	96
n008685	44	n005687	15
n008685	22	n006587	62
n008685	81	n003664	81
n008685	33	n006462	40
n008685	42	n008913	44
n008685	76	n008273	50
n001338	13	n008577	3
n001338	71	n000740	70
n001338	21	n003711	92
n001338	64	n006584	40
n001338	82	n009142	33
n001338	88	n009142	95
n001338	27	n001435	66
n001338	21	n000821	86
n001338	42	n008913	36
n001338	22	n007097	94
n007652	56	n004638	41
n007652	15	n006466	14
n007652	77	n003635	50
n007652	98	n009019	7
n007652	32	n001202	7
n007652	19	n000882	72
n007652	91	n005979	7
n007652	32	n008110	37
n007652	19	n007182	72
n007652	52	n000635	8
n005105	62	n004663	53
n005105	7	n002470	48
n005105	69	n008143	55
n005105	88	n008346	99
n005105	6	n006064	10
n005105	29	n002059	91
n005105	4	n003655	55
n005105	13	n002470	13
n005105	66	n007912	91
n005105	93	n008686	92
n005559	15	n006358	82
n005559	88	n008149	7
n005559	10	n000740	83
n005559	50	n006208	22
n005559	77	n008394	52
n005559	95	n008913	58
n005559	23	n004436	36
n005559	66	n007097	92
n005559	95	n008273	90
n005559	71	n009040	70
n003830	67	n004768	9
n003830	12	n002103	23
n003830	70	n007570	47
n003830	25	n008831	52
n003830	36	n007215	33
n003830	69	n006425	92
n003830	67	n000091	36
n003830	71	n005472	22
n003830	2	n005911	14
n003830	80	n001862	56
n000821	31	n003534	77
n000821	12	n009142	77
n000821	6	n003534	64
n000821	63	n003752	64
n000821	25	n008831	62
n000821	59	n005844	78
n000821	30	n007055	89
n000821	17	n000688	99
n000821	17	n008178	54
n000821	97	n007497	63
n002775	33	n000128	56
n002775	71	n000189	94
n002775	19	n003530	11
n002775	95	n002433	99
n002775	85	n004514	40
n002775	82	n003155	10
n002775	26	n006208	80
n002775	98	n000688	33
n002775	70	n006353	8
n002775	61	n007495	28
n006742	40	n005772	29
n006742	59	n001366	5
n006742	36	n006587	85
n006742	92	n001482	78
n006742	87	n007495	13
n006742	84	n007852	32
n006742	12	n007097	84
n006742	90	n008034	41
n006742	77	n000189	55
n006742	35	n003467	79
n000687	17	n006466	96
n000687	86	n005844	30
n000687	34	n001362	16
n000687	38	n008686	59
n000687	37	n002103	88
n000687	75	n007113	58
n000687	89	n005687	69
n000687	91	n004685	86
n000687	24	n009116	46
n000687	16	n000107	80
n001755	51	n007089	43
n001755	21	n007097	96
n001755	20	n008805	32
n001755	96	n004546	59
n001755	25	n001571	32
n001755	2	n007190	21
n001755	90	n008816	87
n001755	84	n005896	26
n001755	14	n003467	29
n001755	88	n000437	72
n007664	30	n006255	95
n007664	14	n002166	16
n007664	59	n000128	65
n007664	14	n006584	65
n007664	84	n003996	48
n007664	25	n007782	38
n007664	35	n008143	88
n007664	19	n006614	31
n007664	50	n008805	76
n007664	43	n000010	1
n006584	11	n006887	29
n006584	18	n002223	84
n006584	53	n003725	12
n006584	45	n001202	37
n006584	61	n009093	3
n006584	56	n004573	90
n006584	20	n006425	59
n006584	82	n009019	11
n006584	88	n006128	30
n006584	62	n002773	50
n002124	76	n007580	87
n002124	57	n002159	83
n002124	24	n001862	10
n002124	45	n006336	52
n002124	47	n006336	34
n002124	40	n006387	38
n002124	42	n003830	2
n002124	16	n000821	5
n002124	93	n009129	47
n002124	64	n000107	35
n002381	35	n005185	97
n002381	37	n009114	74
n002381	82	n009129	85
n002381	27	n000439	65
n002381	8	n006462	62
n002381	96	n008394	93
n002381	42	n000433	87
n002381	69	n007478	49
n002381	63	n002846	76
n002381	9	n001454	72
n007852	80	n002846	66
n007852	7	n006224	17
n007852	30	n008737	31
n007852	22	n007089	33
n007852	2	n006344	34
n007852	14	n009023	67
n007852	72	n008712	33
n007852	34	n008155	49
n007852	82	n008764	82
n007852	44	n009076	79
n001167	92	n007810	84
n001167	64	n006353	6
n001167	28	n007495	58
n001167	41	n002309	34
n001167	85	n000028	6
n001167	43	n000436	19
n001167	29	n005326	17
n001167	76	n009114	24
n001167	16	n004768	72
n001167	25	n006255	29
n001503	95	n008446	91
n001503	94	n002775	33
n001503	62	n006255	92
n001503	66	n000868	74
n001503	61	n005108	86
n001503	3	n001597	41
n001503	23	n000687	21
n001503	86	n000878	44
n001503	80	n008778	52
n001503	47	n008816	72
n005157	89	n008375	82
n005157	81	n001426	1
n005157	53	n002757	32
n005157	85	n007912	85
n005157	21	n007823	25
n005157	63	n008110	40
n005157	91	n009065	72
n005157	37	n008155	43
n005157	37	n008322	57
n005157	5	n000687	60
n003898	41	n000371	28
n003898	14	n009080	33
n003898	50	n007810	37
n003898	13	n000748	52
n003898	65	n002616	42
n003898	20	n006633	83
n003898	7	n001366	25
n003898	76	n008730	36
n003898	44	n001283	89
n003898	25	n000107	47
n005354	52	n000882	50
n005354	70	n000349	60
n005354	94	n006487	92
n005354	1	n003354	69
n005354	82	n000010	35
n005354	51	n008155	56
n005354	30	n009041	18
n005354	37	n006627	22
n005354	67	n002773	60
n005354	54	n009140	83
n006387	47	n007875	40
n006387	96	n006614	56
n006387	35	n002433	61
n006387	83	n006199	92
n006387	75	n006466	93
n006387	27	n009058	41
n006387	24	n004638	52
n006387	42	n008816	42
n006387	89	n004556	33
n006387	24	n003534	30
n006717	8	n008730	38
n006717	50	n005108	91
n006717	81	n005756	49
n006717	17	n007381	62
n006717	82	n001183	13
n006717	61	n007406	8
n006717	22	n005472	53
n006717	62	n008149	56
n006717	55	n006770	30
n006717	46	n001023	47
n007864	8	n005157	79
n007864	5	n001454	57
n007864	72	n007497	31
n007864	2	n008034	85
n007864	100	n006344	39
n007864	13	n006584	28
n007864	75	n008763	50
n007864	20	n005377	97
n007864	95	n005379	63
n007864	29	n001283	23
n004817	11	n008110	63
n004817	48	n000189	85
n004817	90	n006627	3
n004817	40	n005979	8
n004817	61	n006435	60
n004817	97	n004946	37
n004817	97	n003155	19
n004817	9	n003010	4
n004817	49	n006614	32
n004817	57	n005105	25
n002773	72	n006425	100
n002773	100	n007951	47
n002773	17	n007654	38
n002773	1	n001862	27
n002773	57	n009065	78
n002773	69	n000730	30
n002773	92	n000748	63
n002773	4	n005911	59
n002773	61	n007937	15
n002773	99	n006353	63
n003655	47	n000137	54
n003655	67	n002688	36
n003655	29	n004514	97
n003655	73	n001597	75
n003655	49	n002433	76
n003655	79	n001362	97
n003655	96	n007864	15
n003655	80	n004663	27
n003655	15	n003635	37
n003655	46	n001183	47
n003467	3	n004573	11
n003467	71	n000439	38
n003467	77	n003664	19
n003467	7	n000371	20
n003467	71	n001454	51
n003467	90	n006224	29
n003467	51	n003156	73
n003467	73	n005425	62
n003467	21	n005851	76
n003467	95	n008763	65
n000688	72	n006128	37
n000688	10	n008446	14
n000688	78	n009116	31
n000688	24	n000635	56
n000688	62	n003725	95
n000688	17	n004068	10
n000688	99	n006255	16
n000688	43	n001202	11
n000688	12	n003607	24
n000688	36	n002166	98
n003664	13	n002103	59
n003664	99	n005704	66
n003664	48	n009058	78
n003664	96	n009140	54
n003664	50	n003354	41
n003664	59	n006387	38
n003664	94	n003902	69
n003664	21	n008816	92
n003664	4	n008155	46
n003664	65	n002775	48
n007654	26	n001710	57
n007654	67	n005513	29
n007654	77	n002470	1
n007654	25	n004767	41
n007654	54	n008032	16
n007654	90	n008737	71
n007654	58	n000028	98
n007654	5	n006208	98
n007654	98	n006128	16
n007654	46	n004772	58
n003697	62	n007884	46
n003697	93	n005978	76
n003697	6	n003635	46
n003697	93	n003530	33
n003697	45	n003464	28
n003697	71	n005379	53
n003697	99	n008454	89
n003697	41	n005063	79
n003697	37	n008032	42
n003697	77	n002775	61
n008429	12	n000739	36
n008429	99	n008618	11
n008429	67	n007215	6
n008429	75	n003530	11
n008429	50	n000136	73
n008429	83	n007113	46
n008429	22	n006770	3
n008429	31	n006280	97
n008429	29	n005326	14
n008429	50	n006075	79
n007495	89	n006742	63
n007495	1	n007686	18
n007495	64	n000739	10
n007495	54	n007406	50
n007495	81	n001577	56
n007495	49	n005063	83
n007495	18	n000882	20
n007495	33	n005559	74
n007495	4	n007347	26
n007495	61	n006237	99
n003711	91	n003573	54
n003711	74	n001454	76
n003711	80	n006742	82
n003711	54	n007190	43
n003711	81	n002616	60
n003711	28	n008143	9
n003711	36	n003558	9
n003711	87	n000802	70
n003711	42	n009278	7
n003711	71	n007406	49
n009019	1	n008737	92
n009019	27	n005911	86
n009019	91	n000740	16
n009019	47	n006584	23
n009019	9	n005434	43
n009019	78	n006425	71
n009019	6	n007478	94
n009019	32	n005808	72
n009019	48	n006633	25
n009019	79	n006353	58
n006435	65	n002433	20
n006435	22	n007055	70
n006435	68	n000137	41
n006435	6	n007884	99
n006435	14	n009278	39
n006435	19	n003354	17
n006435	87	n004186	28
n006435	77	n000137	21
n006435	39	n007951	52
n006435	43	n006224	2
n002059	5	n000135	13
n002059	32	n006208	2
n002059	90	n003155	70
n002059	30	n007164	16
n002059	11	n000868	36
n002059	71	n005105	92
n002059	9	n006208	90
n002059	48	n000840	66
n002059	58	n009085	48
n002059	57	n007320	84
n005872	12	n004577	31
n005872	43	n000135	44
n005872	9	n007406	74
n005872	17	n004068	93
n005872	73	n001467	11
n005872	32	n008394	41
n005872	10	n009116	24
n005872	34	n009129	48
n005872	95	n002912	66
n005872	24	n006614	76
n002434	76	n001478	64
n002434	70	n000091	86
n002434	42	n008108	4
n002434	4	n005559	24
n002434	17	n004767	74
n002434	81	n003436	18
n002434	33	n004692	24
n002434	47	n001250	36
n002434	7	n003464	82
n002434	66	n002604	81
n002296	58	n007495	98
n002296	29	n001526	24
n002296	79	n007654	16
n002296	74	n006237	26
n002296	5	n006208	42
n002296	72	n008032	23
n002296	28	n007097	15
n002296	78	n008577	1
n002296	88	n008375	70
n002296	69	n007782	99
n005844	76	n008452	93
n005844	48	n000878	93
n005844	8	n000821	53
n005844	7	n008032	20
n005844	24	n007096	93
n005844	93	n005379	1
n005844	62	n006075	31
n005844	3	n002470	34
n005844	16	n009142	53
n005844	66	n002846	85
n006255	10	n006703	32
n006255	95	n006344	75
n006255	49	n005105	17
n006255	65	n008577	28
n006255	72	n009041	11
n006255	59	n004245	57
n006255	61	n007810	12
n006255	1	n007406	61
n006255	86	n005974	62
n006255	12	n006336	11
n002433	20	n002164	60
n002433	32	n004692	64
n002433	28	n000437	38
n002433	54	n006280	90
n002433	46	n006770	83
n002433	9	n001426	39
n002433	34	n008452	24
n002433	58	n001755	42
n002433	17	n004685	11
n002433	4	n007823	41
n007728	10	n001435	23
n007728	85	n005379	63
n007728	54	n000838	28
n007728	57	n006216	78
n007728	44	n005157	2
n007728	91	n002164	74
n007728	94	n008985	81
n007728	23	n009040	87
n007728	30	n000970	97
n007728	41	n005326	77
n002493	68	n007951	34
n002493	9	n005974	99
n002493	69	n006387	44
n002493	97	n009083	83
n002493	84	n002433	11
n002493	74	n004486	93
n002493	54	n004556	22
n002493	1	n008032	16
n002493	90	n005808	60
n002493	87	n008779	13
n004556	17	n007686	59
n004556	84	n002059	97
n004556	90	n009116	49
n004556	93	n000970	8
n004556	49	n007113	21
n004556	94	n001167	27
n004556	96	n002166	42
n004556	1	n001467	38
n004556	45	n002580	92
n004556	48	n005749	38
n009285	29	n003010	5
n009285	33	n003530	4
n009285	89	n001467	54
n009285	82	n001435	73
n009285	34	n002470	74
n009285	97	n008985	41
n009285	41	n007664	28
n009285	90	n008034	74
n009285	100	n000028	91
n009285	67	n003473	25
n001478	26	n007381	85
n001478	87	n000328	67
n001478	78	n002773	47
n001478	15	n006604	6
n001478	32	n000328	90
n001478	34	n006336	20
n001478	74	n003655	32
n001478	32	n008779	40
n001478	34	n000838	75
n001478	4	n006633	46
n007320	7	n008110	94
n007320	26	n008686	32
n007320	61	n003607	2
n007320	10	n006627	81
n007320	82	n002580	47
n007320	37	n006280	77
n007320	47	n002823	43
n007320	39	n000189	95
n007320	11	n006703	99
n007320	86	n006435	74
n001023	59	n005472	30
n001023	97	n004772	59
n001023	11	n009040	55
n001023	16	n001782	29
n001023	45	n004581	49
n001023	55	n005911	32
n001023	100	n000189	71
n001023	69	n006430	93
n001023	42	n008446	50
n001023	25	n008120	66
n006466	42	n005687	87
n006466	73	n003664	29
n006466	21	n005793	90
n006466	53	n001250	88
n006466	74	n007320	75
n006466	47	n000838	99
n006466	38	n007182	2
n006466	53	n004817	2
n006466	81	n008149	48
n006466	92	n008763	62
n009278	27	n007406	90
n009278	39	n006887	4
n009278	58	n006405	70
n009278	12	n008685	42
n009278	12	n004581	67
n009278	13	n001456	90
n009278	24	n000410	32
n009278	50	n006703	42
n009278	96	n004546	92
n009278	23	n000730	60
n005687	5	n004514	42
n005687	9	n002434	25
n005687	34	n006353	39
n005687	74	n005326	99
n005687	43	n009065	92
n005687	89	n002433	98
n005687	94	n005872	60
n005687	20	n007951	10
n005687	31	n003558	49
n005687	19	n009118	83
n006208	8	n002059	85
n006208	77	n009285	22
n006208	79	n007664	54
n006208	20	n000410	41
n006208	38	n003635	74
n006208	75	n006750	78
n006208	19	n004546	58
n006208	85	n002826	55
n006208	73	n001577	89
n006208	65	n007654	23
n009072	10	n003155	20
n009072	41	n001023	14
n009072	36	n008375	98
n009072	48	n009083	68
n009072	64	n005844	18
n009072	86	n005064	92
n009072	11	n000970	3
n009072	13	n003752	61
n009072	80	n008660	12
n009072	25	n005354	32
n006237	55	n007951	12
n006237	92	n001110	53
n006237	28	n001426	39
n006237	43	n008143	48
n006237	83	n004767	84
n006237	80	n002616	93
n006237	79	n000137	19
n006237	15	n006405	14
n006237	73	n003215	49
n006237	9	n009093	92
n001482	17	n009093	13
n001482	92	n008685	53
n001482	28	n002381	42
n001482	95	n006255	16
n001482	92	n000328	36
n001482	76	n005108	90
n001482	36	n000091	4
n001482	28	n008737	14
n001482	13	n005450	46
n001482	35	n005379	59
n008108	89	n009015	84
n008108	38	n000433	19
n008108	46	n006742	75
n008108	86	n003464	49
n008108	47	n006353	73
n008108	77	n009076	53
n008108	53	n002912	9
n008108	75	n003464	20
n008108	63	n006584	55
n008108	49	n006255	75
n005425	73	n001482	19
n005425	15	n000437	12
n005425	100	n002164	59
n005425	29	n007166	83
n005425	88	n009076	33
n005425	98	n008711	58
n005425	72	n007864	15
n005425	68	n009019	91
n005425	97	n005404	89
n005425	59	n007570	59
n007381	95	n009140	69
n007381	75	n008108	90
n007381	61	n008779	80
n007381	87	n003010	89
n007381	85	n000371	30
n007381	10	n008346	13
n007381	23	n000635	68
n007381	80	n001526	52
n007381	59	n000882	36
n007381	8	n004685	60
n006405	6	n000136	9
n006405	75	n000433	89
n006405	84	n001597	39
n006405	81	n001577	50
n006405	99	n008429	52
n006405	89	n004958	40
n006405	38	n005974	43
n006405	93	n000137	34
n006405	7	n007166	21
n006405	36	n008730	69
n000739	55	n003655	21
n000739	29	n000010	84
n000739	36	n001482	62
n000739	26	n008110	46
n000739	85	n004486	33
n000739	12	n005063	70
n000739	78	n001710	79
n000739	89	n002775	69
n000739	31	n005425	15
n000739	65	n006723	9
n000730	1	n000107	32
n000730	63	n004514	13
n000730	36	n000189	28
n000730	27	n008034	6
n000730	48	n007782	67
n000730	28	n003711	68
n000730	29	n001576	25
n000730	53	n003655	31
n000730	82	n007580	2
n000730	54	n006614	13
n007182	76	n000128	28
n007182	79	n007654	26
n007182	68	n007570	85
n007182	98	n001023	73
n007182	50	n009015	57
n007182	47	n005772	3
n007182	78	n006627	74
n007182	54	n006216	73
n007182	85	n000840	6
n007182	31	n009023	9
n008155	82	n001596	28
n008155	23	n006584	2
n008155	87	n009015	87
n008155	65	n007215	81
n008155	59	n005429	82
n008155	27	n003010	81
n008155	3	n001467	83
n008155	61	n000609	90
n008155	19	n008709	58
n008155	4	n001526	100
n000135	48	n009142	98
n000135	47	n001467	98
n000135	85	n008149	52
n000135	92	n006208	20
n000135	66	n009041	98
n000135	3	n005377	65
n000135	38	n001571	78
n000135	52	n007320	26
n000135	25	n003711	42
n000135	83	n002309	1
n008394	3	n001862	78
n008394	55	n008575	65
n008394	6	n005105	14
n008394	26	n008577	66
n008394	43	n002846	11
n008394	98	n006587	56
n008394	64	n007381	98
n008394	81	n007884	63
n008394	99	n001482	37
n008394	71	n008779	40
n009080	92	n006353	39
n009080	67	n001456	17
n009080	97	n007580	95
n009080	7	n007055	91
n009080	14	n005772	89
n009080	69	n003473	26
n009080	100	n002773	69
n009080	67	n008149	69
n009080	4	n006075	72
n009080	84	n009119	27
n007113	64	n008618	8
n007113	5	n002103	25
n007113	39	n006213	47
n007113	60	n006224	77
n007113	4	n007055	78
n007113	27	n007055	13
n007113	100	n003666	69
n007113	25	n008322	1
n007113	75	n002846	53
n007113	97	n008730	5
n007570	40	n004663	1
n007570	73	n003697	89
n007570	11	n002616	86
n007570	22	n008429	10
n007570	52	n007810	61
n007570	19	n001081	36
n007570	80	n008730	69
n007570	52	n007381	65
n007570	93	n001183	36
n007570	95	n007912	62
n001862	93	67
n001862	42	22
n001862	10	40
n001862	20	61
n001862	99	51
n001862	72	27
n001862	86	14
n001862	25	49
n001862	61	40
n001862	92	2
n008120	86	20
n008120	57	24
n008120	20	71
n008120	63	17
n008120	7	32
n008120	15	59
n008120	70	34
n008120	71	14
n008120	33	46
n008120	8	8
n002273	33	24
n002273	2	77
n002273	35	100
n002273	68	7
n002273	2	85
n002273	55	75
n002273	83	39
n002273	84	21
n002273	43	68
n002273	87	85
n006627	98	95
n006627	87	72
n006627	72	48
n006627	72	41
n006627	84	99
n006627	74	44
n006627	53	15
n006627	2	65
n006627	86	54
n006627	93	47
n004514	20	87
n004514	21	67
n004514	64	62
n004514	5	68
n004514	16	87
n004514	60	81
n004514	34	24
n004514	53	38
n004514	29	99
n004514	17	9
n005404	53	48
n005404	61	85
n005404	87	100
n005404	73	83
n005404	99	67
n005404	89	43
n005404	76	25
n005404	35	2
n005404	71	14
n005404	86	76
n008575	7	53
n008575	72	65
n008575	49	90
n008575	84	94
n008575	89	93
n008575	9	100
n008575	62	63
n008575	14	52
n008575	16	85
n008575	86	38
n003156	87	98
n003156	27	22
n003156	66	52
n003156	19	37
n003156	2	15
n003156	3	36
n003156	30	18
n003156	35	83
n003156	41	46
n003156	3	79
n007166	39	79
n007166	87	51
n007166	64	80
n007166	8	10
n007166	42	51
n007166	96	67
n007166	21	9
n007166	74	52
n007166	76	62
n007166	94	16
n008778	57	72
n008778	73	17
n008778	37	77
n008778	3	85
n008778	23	10
n008778	47	18
n008778	4	37
n008778	56	66
n008778	77	13
n008778	29	8
n001467	41	35
n001467	1	42
n001467	32	58
n001467	37	67
n001467	21	26
n001467	4	65
n001467	62	39
n001467	98	61
n001467	29	14
n001467	54	63
n005201	19	86
n005201	17	100
n005201	100	72
n005201	63	85
n005201	8	69
n005201	100	89
n005201	91	12
n005201	8	49
n005201	6	68
n005201	23	85
n000328	41	52
n000328	51	61
n000328	68	55
n000328	96	6
n000328	74	32
n000328	82	61
n000328	48	73
n000328	42	52
n000328	48	56
n000328	35	27
n005808	80	17
n005808	73	94
n005808	55	66
n005808	64	30
n005808	80	41
n005808	43	86
n005808	55	100
n005808	73	98
n005808	7	57
n005808	39	36
n005450	78	17
n005450	78	82
n005450	44	20
n005450	39	78
n005450	8	14
n005450	8	90
n005450	40	71
n005450	67	33
n005450	96	26
n005450	12	23
n003337	16	15
n003337	19	52
n003337	11	76
n003337	87	8
n003337	68	12
n003337	34	75
n003337	45	78
n003337	92	46
n003337	19	99
n003337	74	10
n001456	92	15
n001456	40	84
n001456	87	63
n001456	69	90
n001456	6	98
n001456	15	96
n001456	94	51
n001456	96	55
n001456	74	60
n001456	65	3
n004772	15	38
n004772	9	49
n004772	11	82
n004772	5	13
n004772	100	99
n004772	53	20
n004772	28	49
n004772	49	3
n004772	68	21
n004772	90	69
n008346	78	21
n008346	37	48
n008346	43	57
n008346	69	68
n008346	33	90
n008346	11	60
n008346	85	82
n008346	20	91
n008346	2	40
n008346	29	71
n002688	15	14
n002688	60	67
n002688	51	99
n002688	72	79
n002688	89	96
n002688	32	53
n002688	31	37
n002688	20	4
n002688	6	16
n002688	56	8
n008322	84	48
n008322	28	93
n008322	74	47
n008322	55	67
